Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,1258.1999999999998,5,0.2,146.79
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,266.76,5,0.2,14.4495
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,29.736000000000004,3,0.2,3.2214
Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,955.29,5,0.3,-77.333
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,17.4,5,0.8,-10.15
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,4247.28,6,0.2,88.485
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,445.43999999999994,2,0.2,16.704
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,27.744,4,0.2,3.1212
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,3109.8720000000003,2,0.2,51.8312
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,1708.92,2,0.0,148.1064
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,27.42,1,0.0,4.57
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,3590.58,7,0.0,119.686
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,1569.78,9,0.0,125.5824
Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,1919.904,4,0.2,215.9892
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,158.28,2,0.0,24.2696
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,1616.7599999999998,9,0.0,80.838
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,44.64,2,0.0,3.72
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Paper,102.72,8,0.0,15.408
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Storage,785.22,2,0.0,65.435
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,263.52,8,0.0,23.7168
Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,104.76,4,0.0,11.8728
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,44.82,3,0.0,7.0218
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,43.68,2,0.0,6.2608
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,10.728,4,0.7,-2.8608
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,441.552,2,0.2,-29.4368
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,4499.85,5,0.0,449.985
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,40.704,4,0.2,3.2224
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,7721.460000000001,9,0.0,746.4078
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,1829.94,2,0.0,274.491
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,16.44,2,0.0,1.4796
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,1175.94,2,0.0,113.6742
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,2267.88,4,0.0,204.1092
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,93.36,4,0.0,0.3112
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,19.62,1,0.0,3.0084
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,38.339999999999996,1,0.0,5.751
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,55.391999999999996,4,0.2,6.924
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,1337.406,7,0.3,-108.2662
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,7.4399999999999995,1,0.0,0.868
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,77.69999999999999,5,0.0,12.691
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,89.69999999999999,5,0.0,14.651
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,6749.73,9,0.0,517.4793
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,3159.492,4,0.3,-105.3164
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,38.88,2,0.0,6.2208
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,320.04,6,0.0,33.0708
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,359.82,6,0.0,5.997
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,30.816000000000003,3,0.2,3.21
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,1536.5700000000002,5,0.3,-65.853
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,4.668,2,0.8,-4.2012
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,13.344000000000001,2,0.2,1.4456
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,830.0699999999999,3,0.0,49.8042
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,14.879999999999999,4,0.0,2.3312
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Art,215.76,4,0.0,20.8568
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,56.519999999999996,3,0.0,7.9128
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,422.90999999999997,3,0.0,19.7358
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,1411.128,3,0.2,52.9173
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,18.240000000000002,2,0.0,2.0672
Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,494.376,1,0.2,18.5391
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,70.08,2,0.0,11.68
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,36.528,4,0.8,-18.8728
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,139.152,2,0.2,5.2182
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,1088.76,2,0.0,105.2468
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,27.744,2,0.2,3.3524
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,5669.838,9,0.4,-377.9892
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,186.12,5,0.2,4.653
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,1190.76,5,0.2,148.845
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,718.3679999999999,7,0.2,17.9592
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,39.36,5,0.2,2.132
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,88.08,2,0.0,13.5056
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,644.7,5,0.0,62.321
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,47.76,4,0.0,7.4824
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,439.34999999999997,5,0.0,48.3285
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,45.42,1,0.0,0.6056
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,17.28,2,0.0,2.6496
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,4199.9400000000005,2,0.0,629.991
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,26.856,2,0.7,-7.46
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,26.567999999999998,6,0.7,-6.4944
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,255.738,2,0.3,-1.2178
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,65.184,7,0.2,7.6048
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,4461.12,5,0.2,148.704
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,215.64,6,0.0,33.0648
Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,27.72,3,0.0,2.9568
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,107.64000000000001,6,0.0,16.146
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,51.12,3,0.2,5.538
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,2793.5280000000002,3,0.2,314.2719
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,799.0559999999999,3,0.2,-13.3176
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,1449.4080000000001,4,0.2,54.3528
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Chairs,590.352,2,0.2,-22.1382
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,695.76,5,0.2,5.798
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,89.1,3,0.0,8.019
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,40.776,2,0.6,-14.2716
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,212.64,2,0.0,33.3136
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,342.864,1,0.2,12.8574
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,109.87200000000001,8,0.7,-24.416
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,727.056,8,0.7,-363.528
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,148.848,2,0.2,4.9616
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,1526.112,6,0.2,0.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,172.07999999999998,6,0.2,-14.34
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,2720.04,5,0.2,68.001
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,2159.8559999999998,6,0.2,71.9952
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,2267.832,7,0.2,66.1451
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,35.94,5,0.8,-19.168
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,2.694,1,0.8,-1.5715
First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,63.612,3,0.6,-11.6622
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,104.22,3,0.0,17.37
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,2501.82,6,0.0,216.8244
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,38.88,3,0.2,4.536
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,77.76,4,0.0,12.4416
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,1049.895,7,0.5,-216.9783
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,66.96000000000001,5,0.2,5.301
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,474.84000000000003,6,0.0,72.8088
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,1493.82,3,0.0,224.073
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,1601.8200000000002,3,0.0,154.8426
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,503.82,3,0.0,82.2906
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,95.03999999999999,6,0.0,9.8208
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,512.358,1,0.3,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Bookcases,596.232,4,0.3,0.0
First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,191.47199999999998,2,0.2,13.5626
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,1305.504,4,0.2,-59.8356
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,145.74,1,0.0,7.7728
First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,143.928,3,0.2,8.3958
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,62.208,4,0.2,7.2576
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,79.38,9,0.0,11.907
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,147.35999999999999,4,0.0,23.0864
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,45.0,3,0.0,7.2
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,584.0999999999999,5,0.0,9.735
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,1773.96,4,0.0,112.3508
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,8.52,1,0.0,0.8804
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,665.88,2,0.0,4.4392
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,708.0,4,0.0,40.12
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,125.82,2,0.0,15.0984
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,158.376,1,0.2,4.6193
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,1691.8200000000002,3,0.0,112.788
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,7875.36,8,0.0,735.0336
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,53.82000000000001,3,0.0,4.485
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,1268.568,3,0.2,15.8571
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,383.292,2,0.1,2.8392
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,10499.789999999999,7,0.0,909.9818
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,43.2,5,0.0,6.624
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,368.90999999999997,3,0.0,60.2553
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,27.96,4,0.0,2.7028
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,368.82,3,0.0,59.0112
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,51.92999999999999,3,0.0,5.193
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,386.23199999999997,7,0.2,12.8744
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,174.744,9,0.2,11.6496
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,213.738,2,0.3,-19.3382
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,23.616,3,0.2,0.5904
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,2661.813,3,0.3,-63.3765
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,440.58000000000004,7,0.0,70.4928
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,109.68,4,0.0,18.28
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,676.728,3,0.2,22.5576
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,15.744,2,0.2,0.4592
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,114.768,3,0.2,4.782
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,120.72,5,0.2,13.078
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,89.775,5,0.7,-21.945
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,446.112,6,0.2,46.47
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,167.76,10,0.2,16.776
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,38.88,2,0.0,6.2208
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,75.52799999999999,3,0.6,-33.3582
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,16.752,2,0.6,-1.6752
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,3892.104,9,0.2,97.3026
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,792.96,2,0.2,19.824
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,77.76,4,0.0,12.4416
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,68.88,7,0.0,6.6584
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,58.32000000000001,3,0.0,9.3312
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,28.619999999999997,2,0.0,4.293
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,17.43,1,0.0,1.8011
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,17.28,2,0.0,1.728
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,44.730000000000004,3,0.0,4.6221
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,19.926000000000002,9,0.7,-4.428
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,55.62,2,0.0,8.7138
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,2039.88,5,0.2,220.987
First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,568.728,1,0.2,9.4788
First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,215.88,5,0.2,7.196
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,1619.7599999999998,5,0.2,47.243
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,2176.032,4,0.2,54.4008
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,22.32,3,0.0,2.604
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,118.44,1,0.0,11.0544
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,2551.5,5,0.1,245.7
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Furnishings,225.99,9,0.0,19.5858
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,976.896,6,0.2,28.4928
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,70.03200000000001,2,0.2,-1.459
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,49.56,5,0.2,5.369
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,1007.1600000000001,5,0.2,113.3055
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Technology,Phones,755.832,7,0.2,88.1804
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,Chairs,381.906,7,0.3,-9.093
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,3623.5199999999995,8,0.0,314.0384
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,37.589999999999996,1,0.0,5.8891
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,103.74,1,0.0,10.0282
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,902.94,1,0.0,87.2842
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,776.25,3,0.0,77.625
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,178.56,3,0.0,15.4752
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,173.88,7,0.0,27.2412
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Bookcases,1325.8799999999999,2,0.0,101.6508
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,204.12,6,0.0,33.3396
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,2111.13,6,0.7,-938.28
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,53.712,4,0.7,-14.92
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,35.928000000000004,4,0.7,-9.1816
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Accessories,203.88,5,0.2,0.8495
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,2676.672,3,0.2,89.2224
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,3899.9700000000003,2,0.5,-571.9956
First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,13.631999999999998,2,0.2,1.6472
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,4056.0959999999995,4,0.2,84.502
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,4646.97,9,0.4,-464.697
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Envelopes,59.616,3,0.2,6.7068
First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Accessories,358.344,3,0.2,-13.4379
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,354.48,2,0.2,-25.109
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,58.67999999999999,4,0.0,5.4768
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Furnishings,242.88,4,0.0,29.1456
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,77.76,4,0.0,12.4416
Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,320.88,2,0.0,31.0184
Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,563.28,4,0.0,76.9816
First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,230.32799999999997,4,0.7,-53.7432
Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,161.7,5,0.0,25.872
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,230.18399999999997,3,0.6,-53.7096
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,31.29,7,0.8,-18.2525
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,297.6,5,0.0,25.792
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,47.76,5,0.2,2.786
Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,389.76,4,0.0,10.3936
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,91.19999999999999,1,0.0,13.984
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,16199.73,9,0.0,2591.9568
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,357.29999999999995,3,0.0,34.539
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,120.24,6,0.0,19.2384
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,179.82,3,0.0,28.1718
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Accessories,779.94,2,0.0,88.3932
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,512.9399999999999,1,0.0,32.4862
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,116.91,3,0.0,4.6764
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,464.70000000000005,5,0.0,69.705
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Tables,1338.204,4,0.3,0.0
Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,458.82,3,0.0,41.2938
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,70.416,3,0.2,4.9878
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,586.92,4,0.0,91.9508
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,44.82,3,0.0,7.0218
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,5063.4,4,0.0,742.632
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,1025.8799999999999,2,0.0,78.6508
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,1817.6399999999999,6,0.0,151.47
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,560.196,1,0.1,41.496
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,11438.91,3,0.0,1906.485
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,79.27199999999999,9,0.2,9.5787
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,1877.97,1,0.0,187.797
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,4705.83,9,0.0,329.4081
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,51.900000000000006,1,0.0,8.304
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Technology,Accessories,480.0,8,0.0,62.4
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,539.8199999999999,3,0.0,50.3832
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,2618.82,3,0.0,157.1292
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,38.88,2,0.0,6.2208
Standard Class,Consumer,United States,Brentwood,California,94513,West,Office Supplies,Labels,266.4,6,0.0,44.4
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Phones,959.904,4,0.2,35.9964
Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,503.664,7,0.2,14.6902
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Paper,491.88,5,0.2,59.4355
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,15.696000000000002,4,0.8,-8.1096
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Technology,Copiers,3599.94,2,0.0,467.9922
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,221.54999999999998,1,0.0,2.2155
